ServiceStatus,MajorCyclewayName,Type,CreateDate,LastEditDate,Shape__Length,Ownership,PublicRelevance,GeometryPath
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,13.16,CCC,Public,"[[[172.55609576408736, -43.560412113722705], [172.5560387203067, -43.56052167312227], [172.55603765469928, -43.56052279000609]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,150.04,CCC,Public,"[[[172.55603765469928, -43.56052279000609], [172.5558438976306, -43.560725772567835], [172.55576133102497, -43.56082967798169], [172.55568247381203, -43.56100130655799], [172.55562588351512, -43.561072741060855], [172.5555748585518, -43.56116458625605], [172.55548950756807, -43.5612555029031], [172.5554690977989, -43.5613055993949], [172.55542271174298, -43.561363118775674], [172.55519571490464, -43.5617188053499], [172.55519543714996, -43.56171902757316]]]"
In Service,Rapanui Shag Rock Cycleway,Quiet street,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,97.63,CCC,Public,"[[[172.66218141027352, -43.532088693099524], [172.66218141012135, -43.53218760919362], [172.66218929642062, -43.532650079507924], [172.66217677170997, -43.53278135224266], [172.66218419377586, -43.53296736035721]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,77.85,CCC,No Public Relevance,"[[[172.6628700131783, -43.53307915080964], [172.66258334658212, -43.53309121186278], [172.66208237582492, -43.53309399495401], [172.6619466969149, -43.53308842814355], [172.6619072685811, -43.53308935605179]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,62.93,CCC,No Public Relevance,"[[[172.66262463113557, -43.53298730680462], [172.66252211631755, -43.53298916167946], [172.66202114763652, -43.53299194540929], [172.66188546772372, -43.532986378523155], [172.6618460394556, -43.532987306410526]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,72.9,CCC,No Public Relevance,"[[[172.6627888376362, -43.53207628201054], [172.66256293411112, -43.5320744269691], [172.66206197177036, -43.53207720999904], [172.66192629514123, -43.53207164317085], [172.66188686746966, -43.532072571074416]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,72.91,CCC,No Public Relevance,"[[[172.6624910385928, -43.531964955493464], [172.66236764700832, -43.53196773906909], [172.66226513514357, -43.531969594623526], [172.661764173665, -43.5319723763515], [172.66162849606283, -43.53196680916703], [172.66158906845567, -43.53196773696812]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,60.4,CCC,Public,"[[[172.6846718440824, -43.540568243723015], [172.68524438237074, -43.540916558871274], [172.68524534849888, -43.5409171459054]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,33.8,CCC,Public,"[[[172.68524534849888, -43.5409171459054], [172.6855663032076, -43.54111230785919]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,49.69,CCC,Public,"[[[172.6397694687421, -43.52828467646555], [172.6397696812218, -43.52828494726238], [172.63978075532248, -43.52851751590997], [172.63978774504784, -43.52873188580449]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,779.99,CCC,Public,"[[[172.64265567440802, -43.53207002758285], [172.64220851408487, -43.5320676693027], [172.63300267540686, -43.532089151333146]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,26.91,CCC,Public,"[[[172.6334116650238, -43.52880576789484], [172.63347822799437, -43.5288055932088], [172.63374448532608, -43.52879724408782]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,941.06,CCC,Public,"[[[172.55135099817076, -43.484026764209325], [172.55156055345074, -43.483841449129294], [172.5517088168485, -43.48356154980466], [172.55236138024378, -43.481482031811595], [172.55335586127134, -43.47838708310855], [172.55346141280066, -43.47823428865353], [172.55366249040213, -43.478161638087755], [172.55382965361724, -43.478181484082], [172.55512963063424, -43.478680047096354], [172.55569028534254, -43.4788621702156], [172.5557816300663, -43.478907588131456], [172.5558387799309, -43.478959819084665], [172.55590414259032, -43.479068470552605], [172.55588865478242, -43.47915918833951], [172.55585587734794, -43.479253358755216], [172.5558017819321, -43.47944174587178]]]"
In Service,Te Ara Ōtākaro Avon River Trail,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:39+12:00,56.38,CCC,Public,"[[[172.70735748952578, -43.50357611900474], [172.70744768702735, -43.503581674954134], [172.70746995932498, -43.50352919821642], [172.70766619750884, -43.50342196018446], [172.7077578508958, -43.503377228857325], [172.70781329608135, -43.50335778172387], [172.70786865767363, -43.50335591972618], [172.7079122506412, -43.50338452426531]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-03-16 12:06:46+13:00,230.81,CCC,Public,"[[[172.63656517044427, -43.53581945280139], [172.63370850657472, -43.53582915642224]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-03-16 12:06:50+13:00,100.33,CCC,Public,"[[[172.63471993415433, -43.53540491979713], [172.63472187151828, -43.53630826317676]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-08-15 10:18:39+12:00,101.23,CCC,Public,"[[[172.63547015622726, -43.535402633762196], [172.63548314317978, -43.536314078354174]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-03-16 12:06:55+13:00,100.33,CCC,Public,"[[[172.63806807431322, -43.53540013333365], [172.63807745297777, -43.53630350023042]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-03-16 12:06:58+13:00,118.54,CCC,Public,"[[[172.63806868270075, -43.535916328224886], [172.6395357624129, -43.53592096290796]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-03-16 12:07:03+13:00,105.1,CCC,Public,"[[[172.63171572816879, -43.53537952590658], [172.63171366447818, -43.536325872361154]]]"
In Service,,Shared zone,2021-03-23 13:33:26+13:00,2022-03-16 12:07:06+13:00,222.44,CCC,Public,"[[[172.63351077874333, -43.53583965112893], [172.63075766738845, -43.53583616957937]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,486.61,CCC,Public,"[[[172.61637354522878, -43.576473734935554], [172.61605701265134, -43.57740288761428], [172.61599658148688, -43.577601632637055], [172.6157560824893, -43.578203044889186], [172.61427657612245, -43.580563927754426]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2022-03-08 16:36:28+13:00,972.29,CCC,Public,"[[[172.61426398534093, -43.58055837922842], [172.6140854451424, -43.58071908536813], [172.6138923166605, -43.58084748004364], [172.61368473886714, -43.58092205631121], [172.61385998180336, -43.58127752846409], [172.614050776126, -43.58151475885993], [172.61433012208897, -43.58178454959249], [172.6158035766732, -43.58270628275082], [172.61626483579346, -43.58286914141282], [172.6167339877972, -43.58295405765744], [172.61715923852276, -43.58296354840265], [172.6176959499533, -43.58289275468717], [172.61813689380554, -43.58275980435084], [172.6185635874239, -43.58254077362154], [172.61896810411946, -43.582318978737646], [172.6192500354509, -43.582182805373726], [172.6196167358888, -43.58209261760323], [172.62002404803707, -43.58201331730882], [172.62019056963885, -43.58199773968736], [172.62064728358737, -43.58200194469397], [172.62111880825975, -43.58200350831791], [172.6213036099102, -43.58202159588388], [172.6214624563937, -43.58205035088479], [172.6216580746205, -43.58211283358942], [172.6219752062796, -43.58226040464458], [172.622303467279, -43.582402635200964], [172.6224751675084, -43.58244621788922], [172.62270627494985, -43.58245235809798], [172.62285425562214, -43.582444780434834], [172.62295430118627, -43.58241419284252], [172.6230596133978, -43.582428655033915], [172.6231906448287, -43.582470086521205]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,957.3,CCC,Public,"[[[172.53618469065054, -43.56371200629781], [172.53874599436622, -43.56139951344648], [172.539471247178, -43.56131640571688], [172.5401661055377, -43.56134070996642], [172.54067256383652, -43.56085881749705], [172.54080565130707, -43.56085935210988], [172.54381724557507, -43.557623711463314]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,342.29,CCC,Public,"[[[172.62422980643626, -43.49889119963235], [172.62789556869134, -43.49734922250343]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,1186.49,CCC,Public,"[[[172.6242268194016, -43.49341735933918], [172.62440460725267, -43.49333191008717], [172.62520032662098, -43.49364639045401], [172.62540699222387, -43.4936685753585], [172.62553999993085, -43.49365825718515], [172.62565890087262, -43.49354035161545], [172.62586742514299, -43.49326142715775], [172.62625671696097, -43.49241312731357], [172.62653955268286, -43.49205916667246], [172.62801190918995, -43.49042934275381], [172.6283844693253, -43.48989284945041], [172.628608199663, -43.48953869051991], [172.62890913701779, -43.48863632303094], [172.62903071991047, -43.48807750495996], [172.62907608290263, -43.48790558607635], [172.62909414257905, -43.487367939692625], [172.6289949005282, -43.48669010907799], [172.62895157882093, -43.48652865626771], [172.62867234038848, -43.48630191355421], [172.62830435490616, -43.48609639029858], [172.62798041519832, -43.48593402546546], [172.6279810091575, -43.48583724004275], [172.62684422686334, -43.48575825712497]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,1412.29,CCC,Public,"[[[172.6268161451891, -43.485521575358334], [172.6282337383266, -43.4855692094431], [172.62850011386735, -43.48548404258443], [172.62870793848325, -43.485312651482964], [172.62897589308074, -43.48496938988835], [172.6292760114511, -43.484196066992], [172.6294897444776, -43.48305682412905], [172.63009911361067, -43.4751652722757], [172.63016303389873, -43.474369673635586], [172.6301642143628, -43.47417610324811]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,1329.93,CCC,Public,"[[[172.63016395203908, -43.47421911879029], [172.63041476699883, -43.471832512808874], [172.63029991676515, -43.47129443505881], [172.63039336068215, -43.47049893029831], [172.6307243612789, -43.46948911153783], [172.63117347079367, -43.46847967175458], [172.63180170373536, -43.467148182264516], [172.63245696264497, -43.46622543442559], [172.63287310652817, -43.46577509714616], [172.63349490685428, -43.465497483490516], [172.63411812840602, -43.46498328090513], [172.63594259859485, -43.46358031009861]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,1747.52,CCC,Public,"[[[172.63592776915877, -43.46359101677748], [172.63693597094343, -43.462884449128914], [172.63984551830282, -43.46022661968753], [172.6406473168849, -43.459454842485094], [172.64168911112216, -43.45803856322412], [172.64319493879955, -43.45552679738001], [172.6433472050313, -43.4547368406996], [172.64332087258845, -43.454193673029685], [172.64402957879642, -43.45417168487733], [172.6442196667364, -43.45385233971216], [172.64381976202142, -43.45360778156664], [172.64428621563212, -43.452887359900124], [172.6450361438707, -43.45180889617055], [172.64543453131532, -43.45120655406254], [172.64572283149695, -43.450496327606196]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,332.78,CCC,Public,"[[[172.64571543617146, -43.450498993398874], [172.6458087733654, -43.45031377271978], [172.64619222641937, -43.449105115453], [172.6461122349442, -43.44890053802838], [172.64640642239593, -43.4478098993109], [172.64643359390084, -43.44773806449399]], [[172.64643359390084, -43.44773806449399], [172.6464064537194, -43.447804521995906]], [[172.64643359390084, -43.44773806449399], [172.64632034039613, -43.44770074681303]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,409.51,CCC,Public,"[[[172.64643452099784, -43.447737395634206], [172.6464662772454, -43.4476702797693], [172.64699642098034, -43.444074642995524]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,121.63,CCC,Public,"[[[172.64699677277602, -43.44407598843536], [172.64703440540114, -43.44394974254043], [172.64702764399635, -43.443843524016444], [172.64703213901456, -43.44370507844235], [172.64703624982752, -43.443632500520415], [172.64709712359254, -43.443634031851396], [172.6476836769287, -43.44365734925986], [172.64768008696052, -43.44348123863486]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,986.13,CCC,Public,"[[[172.64768098544548, -43.44348527356459], [172.64708312209774, -43.43461659461596]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,1622.39,CCC,Public,"[[[172.64709031231976, -43.43464887955049], [172.64692410760927, -43.432777135122585], [172.64695762079648, -43.43208896854182], [172.64710893382255, -43.43144418306561], [172.64791923572648, -43.42912377032456], [172.64893629392608, -43.426760969934115], [172.6494744267774, -43.42555814788363], [172.6498030007664, -43.42487088362371], [172.64968607906079, -43.42467694960882], [172.64974757849427, -43.42424696938597], [172.64971968114244, -43.423967273566234], [172.6496317745241, -43.423859461885975], [172.64986883686407, -43.42368812085251], [172.64969612458154, -43.422934796047514], [172.6490557631647, -43.421405731785164], [172.6486917065508, -43.420576538183774]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,1247.89,Waka Kotahi,Public,"[[[172.6486961859143, -43.42058357628962], [172.64840931401278, -43.41980301299926], [172.6454591030036, -43.40959888237036]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,334.19,CCC,Public,"[[[172.62908621825977, -43.48788062479223], [172.63264505461848, -43.488010408712896], [172.63276321396995, -43.488010788264], [172.63284467665738, -43.4879734109531], [172.63294103907873, -43.48791457282061], [172.6329930925956, -43.48785559239787], [172.63311844178898, -43.48788825710012]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,118.53,CCC,Public,"[[[172.62962122202075, -43.48130084341206], [172.6281596202103, -43.48122082094924]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,218.75,CCC,Public,"[[[172.63015830185753, -43.47436079536767], [172.62745650423435, -43.474271369400284]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,140.63,CCC,Public,"[[[172.63195343806748, -43.46690321687202], [172.63033206088318, -43.46644631269332]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,280.46,CCC,Public,"[[[172.6364937077196, -43.4632075599023], [172.63311614974052, -43.462637557050606]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,283.96,CCC,Public,"[[[172.6366272264853, -43.4631004426307], [172.63320538296287, -43.46253030166909]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,318.31,CCC,Public,"[[[172.64010446258047, -43.45255060879043], [172.64225321695923, -43.45364352266163], [172.64332388516405, -43.45419801802726]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,52.11,CCC,Public,"[[[172.64382930357604, -43.45360004862384], [172.6436738483492, -43.453677532208665], [172.64326134470085, -43.45353644161428]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,67.26,CCC,Public,"[[[172.64769163173034, -43.44426149920633], [172.64768315407403, -43.44365587813412]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,183.26,CCC,Public,"[[[172.64693452154046, -43.43281870455949], [172.64705263614047, -43.432808315218914], [172.64719852227358, -43.434368125063756]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,50.02,Waka Kotahi,Public,"[[[172.64849597701243, -43.42004818245701], [172.6490137768423, -43.419802425106624]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,21.16,Waka Kotahi,Public,"[[[172.64773936587113, -43.417448024447054], [172.64799047556352, -43.41739502686609]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:40+12:00,162.91,Waka Kotahi,Public,"[[[172.646253186921, -43.412345926372986], [172.64805667933842, -43.411695481230474]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,112.31,Waka Kotahi,Public,"[[[172.65125905189063, -43.48877040090212], [172.65110840973247, -43.48928076119728], [172.6510997563983, -43.48950119357511], [172.65097275306087, -43.48975352718397]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,0.23,CCC,Public,"[[[172.6131684765361, -43.56893415561577], [172.6131676956016, -43.56893214774236]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,0.23,CCC,Public,"[[[172.6131684765361, -43.56893415561577], [172.6131676956016, -43.56893214774236]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,0.23,CCC,Public,"[[[172.6131684765361, -43.56893415561577], [172.6131676956016, -43.56893214774236]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,130.82,CCC,Public,"[[[172.61206463018257, -43.56381160560685], [172.61198377702772, -43.563736053510894], [172.61171741182457, -43.56376203480645], [172.61062109495455, -43.564064793543245], [172.61060651461383, -43.56403248187765]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,118.34,CCC,Public,"[[[172.60671791625126, -43.55800532596769], [172.6066497341103, -43.55796434111134], [172.6064134719138, -43.55782453201138], [172.6061328554785, -43.55757288965625], [172.6060710237657, -43.55751434833261], [172.60601549633233, -43.55754251031849], [172.60597367309535, -43.557566380384706], [172.60591748685104, -43.55760860641091], [172.60579529096566, -43.55766930204864], [172.60574559254647, -43.55769306564043], [172.60567858315335, -43.55771466252456], [172.60563597568984, -43.55771218167691]]]"
Not In Service,Nor'West Arc Cycleway,,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,15.05,CCC,No Public Relevance,"[[[172.61327565741848, -43.56905161758552], [172.61322648145503, -43.568920926627506]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,179.89,CCC,Public,"[[[172.60563597568984, -43.55771218167691], [172.6056314718686, -43.55771191942661], [172.60558045944515, -43.55770876846723], [172.60550003101758, -43.55769072839349], [172.6053872492126, -43.55764442587423], [172.6052574505687, -43.55756383683222], [172.60487617588592, -43.55736059253408], [172.6043628723659, -43.55706146094981], [172.60392459810464, -43.556810714442236], [172.60384683052362, -43.55676607140985]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,401.64,CCC,Public,"[[[172.59994531328275, -43.55509199810317], [172.5994187924082, -43.5546304512968], [172.5992267285307, -43.55445183264331], [172.59888755499037, -43.55415978133429], [172.59838415488605, -43.55370806956363], [172.59785870504663, -43.553241158128856], [172.59734624915282, -43.552776442012274], [172.59704569269718, -43.55252567307858], [172.5969898930905, -43.55249107043128], [172.59692654027262, -43.552480637230346], [172.59682167148037, -43.552510928590905], [172.59670059409012, -43.55257989067058]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:45:41+12:00,363.97,CCC,No Public Relevance,"[[[172.63461479014293, -43.5070371180121], [172.63419397325382, -43.50699275543367], [172.6337504761024, -43.50703435275097], [172.63273672081462, -43.50731070642778], [172.63140987314313, -43.50804846774644], [172.63086015594243, -43.50854675859183]]]"
In Service,Little River Link Cycleway,Shared path,2021-03-23 14:35:14+13:00,2021-08-11 15:45:41+12:00,843.62,CCC,Public,"[[[172.57736148941962, -43.54909693732456], [172.57726692057918, -43.54908944016069], [172.5772077464453, -43.54911693090968], [172.57708450099855, -43.54916921274694], [172.57667899100997, -43.54934558930292], [172.5761107300555, -43.54959979769211], [172.57565461019323, -43.549807937986735], [172.57524267455264, -43.55002338905274], [172.57482078737488, -43.550255784454556], [172.57423358031633, -43.55058119301631], [172.57373766828744, -43.55085442551693], [172.57245333251043, -43.551579676563165], [172.5721816817822, -43.551764577430326], [172.57175662497835, -43.55209504409561], [172.57150442049766, -43.55230995785396], [172.5712818682847, -43.55250218989844], [172.57113088983994, -43.55265178587447], [172.57104923463135, -43.552729689163236], [172.57098024227355, -43.55275445838017], [172.57087947367316, -43.55275408380992], [172.57078851181288, -43.552757320635834], [172.57072424505446, -43.55280892105718], [172.5706746883028, -43.55286593958422], [172.5706474893157, -43.55288907639531], [172.57069083545215, -43.55301615701861], [172.57071003592915, -43.55308192198189], [172.57068974457766, -43.55317122511431], [172.57061532007975, -43.55326926522382], [172.57050136833914, -43.5533957595519], [172.57038996244728, -43.5535097501892], [172.57036037228679, -43.55352349376405], [172.570233033162, -43.5534568784008], [172.57013264209655, -43.55340287735969], [172.56974072106806, -43.55321371951538], [172.5696687118391, -43.553189589164326]]]"
In Service,,Shared path,2021-03-24 10:17:01+13:00,2021-08-11 15:45:41+12:00,352.88,CCC,Public,"[[[172.62533548985095, -43.53511319158728], [172.6252502397794, -43.534996866519606], [172.62498838454596, -43.53490899462395], [172.6240810293095, -43.53463549891108], [172.6221102375885, -43.53405081681355], [172.6218812882741, -43.53394260242421], [172.6216022507096, -43.533850737386956], [172.621409428445, -43.53379394324704]]]"
In Service,,Shared path,2021-03-24 10:18:17+13:00,2021-08-11 15:45:41+12:00,54.36,CCC,Public,"[[[172.62521935452676, -43.53535750194155], [172.6255173352953, -43.535240259913905], [172.6256958997559, -43.53512712114393], [172.6257376143541, -43.535063208775746]]]"
In Service,,Cycle lane,2021-03-24 10:39:08+13:00,2021-08-11 15:45:41+12:00,213.43,CCC,Public,"[[[172.63998381288204, -43.550274309303916], [172.63997940821793, -43.550276382610434], [172.63978170447376, -43.550338065433465], [172.63965815598462, -43.550366955106085], [172.63952952101712, -43.55039202612978], [172.63932416987916, -43.55042914217002], [172.63907208901574, -43.55043797937513], [172.63785966575202, -43.55044586720599], [172.63737722859423, -43.55044764624369]]]"
In Service,,Cycle lane,2021-03-24 10:39:08+13:00,2021-08-11 15:45:41+12:00,80.71,CCC,Public,"[[[172.6399168044635, -43.55018667999301], [172.6398035100853, -43.55022706538002], [172.63970992531304, -43.55025705707548], [172.63963062074677, -43.55027951936263], [172.6395195370202, -43.55030266476826], [172.6394187268748, -43.5503187948707], [172.6393194558445, -43.55033112636059], [172.6391385023498, -43.55034611014384], [172.63906487990766, -43.55035506204473], [172.6389557110281, -43.55036015500076]]]"
In Service,,Shared path,2021-03-24 10:39:34+13:00,2021-08-11 15:45:41+12:00,20.28,CCC,No Public Relevance,"[[[172.64049892755483, -43.55040329114113], [172.64037567730503, -43.55048449519465], [172.64032244629496, -43.55053246426181]]]"
In Service,,Cycle lane,2021-06-22 16:17:04+12:00,2021-08-11 15:45:58+12:00,672.31,CCC,Public,"[[[172.7028256895485, -43.55191499634344], [172.70285315641212, -43.55159110427372], [172.70281043096261, -43.55125896377225], [172.70274128405975, -43.55103832755604], [172.70264624845217, -43.550820311719626], [172.7026069959116, -43.55072207990122], [172.70255661416104, -43.55063188418955], [172.70244105169525, -43.55045414193903], [172.7022886142614, -43.55025882907383], [172.70211768194883, -43.55006615647258], [172.7017365458042, -43.54977480479653], [172.7013220424438, -43.54950487304447], [172.70064352470783, -43.5491804792384], [172.697664912694, -43.54758104977958]]]"
In Service,,Cycle lane,2021-06-22 16:21:41+12:00,2021-08-11 15:45:58+12:00,818.56,CCC,Public,"[[[172.6963826468271, -43.546781856241736], [172.70166525125313, -43.549615997822585], [172.70191945995688, -43.549786036459174], [172.70217710061482, -43.55000985303708], [172.70237936502033, -43.55022008249675], [172.70248788421716, -43.55032656064131], [172.7026603693453, -43.55057972793127], [172.7027703007337, -43.550774929795566], [172.7028779433371, -43.55106019024599], [172.70296315770273, -43.5513964741154], [172.70296889925618, -43.55173255146205], [172.70296239168354, -43.55192879396825]]]"
In Service,Rapanui Shag Rock Cycleway,Cycleway,2021-06-22 16:30:43+12:00,2021-08-11 15:45:58+12:00,390.27,CCC,Public,"[[[172.69683880767406, -43.54721322707432], [172.7007539603769, -43.54927217734068]]]"
In Service,,Shared zone,2021-06-22 16:37:26+12:00,2022-03-16 12:07:09+13:00,100.33,CCC,Public,"[[[172.64132874033902, -43.53471526719624], [172.64257031211963, -43.53472990904637]]]"
In Service,,Shared zone,2021-06-22 16:38:29+12:00,2022-03-16 12:07:13+13:00,102.12,CCC,Public,"[[[172.64207771201154, -43.534292830408795], [172.6420796651168, -43.535212305015556]]]"
In Service,Nor'West Arc Cycleway,Cycleway,2021-06-23 15:20:43+12:00,2021-08-11 15:45:58+12:00,194.74,CCC,Public,"[[[172.5966959886324, -43.55258100895483], [172.59659041080124, -43.552476457818514], [172.59485729129102, -43.55350002247418]]]"
In Service,Nor'West Arc Cycleway,Shared path,2021-06-24 09:27:03+12:00,2021-08-11 15:45:58+12:00,366.93,CCC,Public,"[[[172.60384683052362, -43.55676607140985], [172.60366600852913, -43.556662266498954], [172.6033961472884, -43.556510615692055], [172.60308895177167, -43.556393046999794], [172.6027925502655, -43.55626920483759], [172.60241665529148, -43.5561196468278], [172.60192981657212, -43.555904344363825], [172.60139621723008, -43.55565530643971], [172.60097493591073, -43.55545857179514], [172.60077554790544, -43.55538364690234], [172.6005725101086, -43.5553273458068], [172.60019371613313, -43.555209005015726], [172.60008768680154, -43.5551690652251], [172.59995529123742, -43.555101490129886], [172.5999460925633, -43.55509341448963]]]"
In Service,,Shared path,2021-06-29 12:53:04+12:00,2022-03-10 15:19:53+13:00,91.04,CCC,Public,"[[[172.64110663669484, -43.5356661657672], [172.64174680350166, -43.53614672688891], [172.641745912192, -43.53629728029099]]]"
In Service,,Shared path,2021-07-06 10:15:34+12:00,2021-10-19 15:11:24+13:00,2230.84,WDC,Public,"[[[172.64542857001305, -43.40956416205845], [172.6449948366962, -43.408057220927425], [172.6477115538971, -43.40761394332498], [172.64724490702636, -43.40668763927403], [172.64598415534783, -43.40535021479271], [172.64538122092827, -43.402509221722724], [172.6504870921689, -43.39693271889054], [172.65142523912803, -43.394877482417705], [172.65188873509936, -43.3938538771292], [172.65212788896022, -43.393335374408004], [172.6522474419115, -43.39308015541618], [172.65232587310436, -43.39291361867213], [172.65231882111613, -43.392862472609174], [172.65230063149122, -43.392824734542636]]]"
In Service,,Cycleway,2021-08-30 13:37:30+12:00,2021-10-19 15:08:19+13:00,296.73,WDC,Public,"[[[172.65187011692248, -43.39200803397874], [172.65084595380733, -43.38944263403421]]]"
In Service,,Shared path,2021-10-14 16:33:49+13:00,2021-10-14 16:33:49+13:00,123.48,CCC,Public,"[[[172.60984921498297, -43.53654314762226], [172.60997511221206, -43.537651240726646]]]"
In Service,,Cycle lane,2021-10-18 16:14:46+13:00,2021-10-18 16:14:46+13:00,10.53,CCC,Public,"[[[172.5606017476544, -43.535659507389965], [172.56064977101883, -43.53563421446932], [172.56070204467062, -43.535606682299345], [172.56070716769204, -43.535603742292544]]]"
In Service,Nor'West Arc Cycleway,Cycleway,2021-10-18 16:39:01+13:00,2022-01-26 12:29:51+13:00,516.75,CCC,Public,"[[[172.58012804625457, -43.53110814172621], [172.57945071666, -43.52648142206499]]]"
In Service,Nor'West Arc Cycleway,Cycleway,2021-10-18 17:33:21+13:00,2021-10-18 17:37:37+13:00,178.44,CCC,Public,"[[[172.57917676616447, -43.524795829316304], [172.57907793825785, -43.523997651247434], [172.57901758151036, -43.52357835773117], [172.57904637702933, -43.52338909175782], [172.5790770384735, -43.5231971439708]]]"
